id,dialect,dialect_l_encoded,text,arabic_region
1113526749759967232,IQ,8,حسابشخصي لا اريدهم كاش 😂 والله يا زهراء كل المناطق التراثيه اللي اعرفهم واصورهم عددتيهم انت بس اذا عرفت اماكن جديده ما راح اقصر اجي اكلج وتدللين ، بس سويتي بحث عالقصر العباسي والقشله ؟ ,Gulf
988688604376559616,QA,4,حسابشخصي حسابشخصي للامانه هذا هو السبب اللي خلاني احول علي فودافون,Gulf
460536567506145280,SY,7,حسابشخصي بقصد هاشتاك بس لبكرا عالموعد المحدد,Levantine
1033831389001645952,QA,4,حسابشخصي يعقب ويهبا ويخسي من جنسه مهوب بطل,Gulf
1124442029960966016,BH,13,انت من طفي شموعك . . . بيدك تمسح كل دموعك . . . بيدك تبدل همومك . . . ربعك اللي يعاتبونك . . . يرفضون الدمع . . . ايلامس خدودك . . . عبداللطيف الكوهجي رابطويب,Gulf
969351047868186624,YE,12,خلصت حب للايجار بدون ما اشوف لوليتي 😞 ,Gulf
1142858662551142400,EG,10,حسابشخصي انا لو منه استقيل او انتحر 😂 ,Egyptian
1103034450571595776,LB,5,بس ماما تطلب مني شي من اوضتها برجع متعطره واخده مصاري وعلكه وحاطه ميك اب وفوق هيدا كله بسالها شو كان بدك يا ماما نسييت 😂 ,Levantine
1098610993649852416,JO,6,حسابشخصي الله يبارك فيك يوسف 🌸 يسعد قلبك,Levantine
1014485006507536384,SY,7,كل شيء بالسر له لذه ، حتي المشاعر,Levantine
1007548046291369984,SY,7,عندي سؤال ليش طموح كل الشعوب العربيه الفرق تبعها تتاهل بس للمونديال مو تفوز فيه يعني بيطلغ المدرب وبكل وقاحه بقول نحن هدفنا نتاهل وحققناه وهاد بكفي وبعدين الشعب بصفق لك ليش مايكون طموحنا انه نكون الافضل ! مافهمت . . . رابطويب,Levantine
925841913080672384,DZ,14,حسابشخصي وين بلاصه خاوتي الله يحفظكم,Maghrebi
922524842926202752,BH,13,حسابشخصي احتراما للخنزير . . مونتيلا يحتاج جائزه بهالشكل 💩 ,Gulf
962831299298836352,SD,1,حسابشخصي حسابشخصي لمي البرلومه دي سريع 😂 ,Maghrebi
1059926948669997056,SA,2,حسابشخصي حسابشخصي شوفي عهد عبد الله يابختكم فيها ❤️ رابطويب,Gulf
1145412100631740416,LB,5,حسابشخصي حسابشخصي 😂 عجييب اول مره تحكي شي صح . او الحساب مهكر او لغايه بنفس يعقوب . ,Levantine
1146878167556251648,JO,6,انا يوم احكيلك قليبك وعميرك بدل قلبك وعمرك يعني انا قاعد ادلل وادلع فيك . . يا حظ حظك بس 💜 ,Levantine
1167760381776936960,JO,6,حسابشخصي هه انت بالذات ما بتحب اشي لا زوامير لا مجوز لا ابصر شو مالنا ي سامر ييه ♂️ ,Levantine
1011152027978752000,SD,1,حسابشخصي حسابشخصي حسبي الله السودان ايش مسوي لك,Maghrebi
951919364336267264,DZ,14,حسابشخصي 😍 اواه لازم الدزيريات يبدلو ماربحو والو من الكروكي لازمنا شويه صابلي روسي 🇷🇺 ولا بقلاوه تركيه 🇹🇷 الكروكي عقليه 👎 😫 ,Maghrebi
1151793221191819264,QA,4,حسابشخصي ياجماعه بدون استهبل جد ليش يلبس هالالوان ابي افهم جد فيه مشكله,Gulf
959347125552386048,PL,11,اول رشفه من فنجان القهوه بتحسها ضربتك كف خلتك تصحي منيح 👌 ,Levantine
1171166490848088064,SD,1,حسابشخصي ماتغسلي اجيب غساله عده الاول شرط اخرو نور,Maghrebi
1067772023328378752,KW,3,حسابشخصي ابو عذبي الخبول واجد حاشاك,Gulf
882197238084026368,KW,3,خيار واحد في حياتك ممكن يغير قصه حياتك كلهاا وحياه من حولك ! ومن بعدك . . صحيح ان الفلم خيالي… رابطويب,Gulf
1080534911558320000,SD,1,حسابشخصي عليك الله كلميهم كان يحسو,Maghrebi
1030817732156182400,JO,6,الواحد بحاول يحكي شي بينفهم غلط بشكل مستفز والله . 🤦 🏻,Levantine
1177931742176514048,LY,17,حسابشخصي انا علي قناعه ان اللي مش مداير خير في بنات الناس حيسكر علي بناته وخواته لانه خايف يرجع له اللي ايدير فيه وفي نفس الوقت اللي مش عاطي ثقه في خواته او بناته ومخنس منهم بدون سبب حيغلطوا من وراه لان الضغط يولد الانفجار,Maghrebi
1177859091424784384,SD,1,حسابشخصي حسابشخصي اتنين يا زول 😌 😌 الخبر و الجبيل + الرطوبه ما طول السنه,Maghrebi
950822593145311232,DZ,14,راح ينزل الشيله ف قناته ب اليوتيوب لازم يا المحزم المليان توصل مليون #احتفاليه_دعم_المطيري,Maghrebi
1151593071894781952,YE,12,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي # 17 يوليو_ميلاد_وطن رحمه الله تغشاك يازعيم,Gulf
1141066345485938816,PL,11,حسابشخصي حسابشخصي يارباه م احلي قلبها هال الاء حبيباتي انتو كتير كتير كتير,Levantine
1093907286739824640,EG,10,حسابشخصي حسابشخصي معاك يا اهلي يا حبيب الملاين,Egyptian
1172422748007624704,LB,5,حسابشخصي لازم كل يوم يسلم الغله وليش وصل معو لهالمبلغ,Levantine
484857786224754688,IQ,8,حسابشخصي حسابشخصي اهلا ديري بالج يعزمج يمعوده حديقه اشتغل اسبوع بمعمل الثلج شغلته بسيطه من يطلع القالب يصيح اششه وبطل,Gulf
1146535602395000832,QA,4,حسابشخصي حسابشخصي لو تتقي الله في نفسك بس وما تحلفش يبا فضل وخير وبركه 🙂 لانو حلفانك ده حيبقي حجه عليك يوم القيامه وانت حتكون وقتها في امس الحاجه للحسنات نصيحتي ليك قل خيرا او اصمت 🤐 ,Gulf
1113941257410306048,SA,2,حسابشخصي حسابشخصي طيب هو عطاه نفسها بس صغيره مافي فرق 😂 ,Gulf
568902638508609600,MA,9,حسابشخصي اكيد انت اخر وحده اسمح لها تتكلم عن اصلي ؟ ؟ اصلي شي ما بهمك عادي متعودين علي قله الاحترام منكم مو شيء جديد علينا,Maghrebi
970387221571305600,JO,6,يسعد قلبها هذا الحكي الصج رابطويب,Levantine
800337826533380096,JO,6,الحديث عن المدرب القادم للنادي الفيصلي رابطويب,Levantine
1039994650835251200,LY,17,و افتكرت لما جت عيني في عينه سنين معاه,Maghrebi
861593316294631424,PL,11,اصلا انا مستغربه من اللي مستغرب قرار الحكومه بوجوب حمل بطاقه الهويه الشخصيه : / ! ! يعني كيف شخص بالغ معه هويه مابيحملها ؟ ! ! ,Levantine
1091487822706630784,SY,7, 😂 كون بارد باحلك المواقف بتفوز رابطويب,Levantine
1155943422919729152,OM,0,حسابشخصي حسابشخصي عجب كيف يطبخوا من متي نستخدمه والحمد لله ما جانا شي 😒 ,Gulf
1168792466948009984,SA,2,حسابشخصي ياسلام درر يابو خالد وصح الله لسانك الشاعرنا الكبير تركي المحرول مايستغرب منك انت من اهله الابداع والجزاله,Gulf
444135336890101760,SY,7,حسابشخصي زيس ايز الهبل بزات نفسو وصلت معك انك تصيدي عناكب ! ؟ ! ازا ئلك هوايه خيتي لجبلك ! ! ! عندي مليان 😉 ,Levantine
1091383992757219200,EG,10,حسابشخصي عجبني جدا من امبارح كل شويه ادخل اكونتك اتفرج عليه عندك واخيرا جاتلي فكره اني ارتوته,Egyptian
1030074600019775616,QA,4,حسابشخصي حسابشخصي يحليلهم حياتهم حلوه ما يشيلون هم شي,Gulf
1168932290686312448,AE,15,الحمدالله انه قرعه كاس رئيس الدوله جمعتنا معاهم نرد الدين غصب طيب 🔥 ,Gulf
1099728808289157248,SY,7,حسابشخصي حاولت اندمج فيه واتاثر ماقدرت كميه سخافه لا توصف,Levantine
794301597820080128,PL,11,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي الي بيدرسوا طلبه في الجامعات الخاصه و هذا عادي بياخدوا اقامه علي الجامعه,Levantine
1080191594601549824,LY,17,حسابشخصي حسابشخصي حسابشخصي حسابشخصي بعدين بقي في سيدي صالح ده,Maghrebi
990716401060106240,QA,4,حسابشخصي حسابشخصي يبيله ثلاجه للبارد و مكرويف يسخن الاكل 😂 ,Gulf
1117347921819730048,SD,1,حسابشخصي 🤣 لياقه غايتو شباب زي الورد,Maghrebi
1062787044433428352,IQ,8,هاي سالفه ملاين راقصه وانجبت دكتوره واحسن من غيرها مو خلصت شو هسه هم راجعين يغردون بيها,Gulf
1146200779486912384,IQ,8,حسابشخصي وحك الله صار عمري ٤٢ سنه درهم واحد ما مستلم من الدوله,Gulf
1167848254844874752,QA,4,حسابشخصي ماتشوف شر ان شاء الله 🌹 ,Gulf
823610570737942528,SY,7,حسابشخصي افصل وقلو مالي فاضي بعدين بحكي معك هاد لا تعطيه وج بنجلق ع قوله الحلبيه,Levantine
948239838657970176,IQ,8,هشام محمد حبيبي يحيكم رابطويب,Gulf
1122559990517174400,AE,15,النوع اللي يستخدمه الظاهر نوع مغشوش رابطويب,Gulf
1110589977740615552,SY,7,حسابشخصي حسابشخصي اللي معتبر بيع دم الاجداد وشرف الامهات والاخوات من عام 1948 انتصار يروح يطم حالوا السادات استغل العرب بالحرب في وقت كانت اسرائيل علي وشك الانهيار وقع اتفاقيه هي سبب غطرسه اسرائيل اليوم,Levantine
1069501730637926400,AE,15,حسابشخصي حسابشخصي هذا نظام كل سنه ما في جديد,Gulf
866402151966400512,IQ,8,حسابشخصي اكيد ماكو احلي من سحلت الاحباب 🐸 ,Gulf
1185936641342496768,MA,9,حسابشخصي اخويا انا درتليك فلو باش نشوف هاد الاستفاده نتعلم منك 😉 ,Maghrebi
934562018681638784,JO,6,حسابشخصي حسابشخصي و انت يا طقعان وش هو الموتر اللي اشتريته,Levantine
484735011845730304,IQ,8,حسابشخصي ماجانت محسوبه منه ابدا هيه الظروف ساعدته يصنع بؤطني هيج جريمه هيج,Gulf
1092713954852298752,IQ,8,حسابشخصي الله لا يصحي اللي جاي يحلم . . اللهم غيبوبه ابديه 😂 ,Gulf
1133817441631506432,JO,6,حسابشخصي ما في تكريم . . في تعاطف ويمكن المستشفي حب يكسب شعبيه كونها صارت قضيه راي عام . . لكن عموما التوظيف حقها وضربها او ضرب اي انسان امر مرفوض,Levantine
698744973617995776,SA,2,حسابشخصي حسابشخصي ياحيوان تجيب صور قديمه ياووصخ وتركب علي كيفك,Gulf
957565500099383168,DZ,14,حسابشخصي حسابشخصي حسابشخصي احسن رد 👍 فالحقيقه شفتها البارح ولم اجد الا ان اتجاهلها . . لكن ردك جا في محلو 👌 ,Maghrebi
1066328074147569664,LB,5,حسابشخصي وهيدا يللي بكون سكران وعم بسوق,Levantine
387518197316222976,KW,3,حسابشخصي حسابشخصي مو هذا القصد والنعم بالعوازم بس معقوله البدون الي يستحق الجنسيه ما يعطونه وتجي فلبينيه تاخذها بهالطريقه ! ! ,Gulf
1062247848182509568,BH,13,حسابشخصي حسابشخصي صياح تويتر مايفيد الانديه ضعيفه امام الزعيق خارج الملعب واقع ومن زمان . وماحد كفو يقدر يغيره,Gulf
753215382224269312,OM,0,حسابشخصي حسابشخصي لا حبيبتي مب كل ولد ينحب و ربك قال في القران ان في حدود و ما نتجاوزها اقري و تثقفي زين قبل لا تيجي و تتفلسفي علينا,Gulf
1109899173023961216,IQ,8,حسابشخصي حسابشخصي فخور وانت تجلدني ضلع,Gulf
909867779116998784,LY,17,حسابشخصي ايه بالزبط ناقصنا اعصار بس ونولوا زيهم بالزبط,Maghrebi
952993830801952768,LB,5,#هوا_الحريه الله يوفقك ما تختم هالملف خليها بالاستديوا بعد شوي بدي كحل عيوني بعد 😘 ,Levantine
769557462777298944,TN,16,يعيشك ربي يخليك ليا حبيبتي 💝 مايوحشك غالي ان شاء الله 😘 انا معك ومتابعتك وعيوني 👀 100 % رابطويب,Maghrebi
907549737255137152,AE,15,حسابشخصي حسابشخصي انتو حتي الايجابي تتحرطمون عليه و اتحرطمتوا علي كل شي من توها الاداره مستلمه و من زين العين و الاهلي عشان يكونون قدوه حق اي فريق . . 🙄 ,Gulf
703580702873411584,OM,0,ﻧﻣشي مع اﻟدنيا ولا نعلم الغيب ولا يعلمون اﻟناس ﻣثقال ذره يالله ثبتنا . . علي اﻟحق واﻟطيب و يارب ﺟﻧبنا . . . دروب اﻟﻣضره,Gulf
640270280829628416,SY,7,كتبت علينا خوطا و من كتبت عليه خوطا مشاها,Levantine
1175557527649562624,SD,1,حسابشخصي قولي ان الله عفو كريم يحب العفو فاعفو عنا لو كل شي عملتي اتعمل ليك حاتهلكي لانو مرات الزول بعمل حاجات وهو مابكون قاصده وعارفه,Maghrebi
964279439642292224,MA,9,الجوع كافر 😢 شكون يجيب لي من ماكدونالدز وجبه وحده صافي 😢 ,Maghrebi
1065340665721163776,TN,16,نحب نفهم ، العقل او النظام اللي يسير البلاد كيفاه يفكر رابطويب,Maghrebi
773231100328116224,OM,0,في خاطري من زحمه الهم ضيقه ودي علي مكه ونسمه هواها اسوق رجلي بالطواف لو دقيقه واصد عن كل الهموم وغثاها رابطويب,Gulf
851458041463664640,TN,16,حسابشخصي يتصورو معاه كيما يتصورو مع قرد,Maghrebi
868575613631770624,KW,3,#رامز_تحت_الارض . ياجماعه هذا انسان وسخ عاوز يجمع فلوس انتم ياهل الخليج فقط اللي تشاهدون اما الدول الثانيه مايستقبلونه لانه نجس بنظرتهم,Gulf
1130735364409368576,OM,0,حسابشخصي حسابشخصي حسابشخصي والله وثم والله اليمن ما تقدرون لها منطقه الحديده ما قدرتوا عليها كيف اليمن بالله عليك ارحم عقلك,Gulf
1131219689491898368,DZ,14,حسابشخصي هو كاين بزاف طلبه حابين يقراو خاصه تاع الطب ولكن النصف المضربين ماخلاوهمش يقراو و يخونوهم و يتهموهم بالعماله لان غالبيه المضربين ميؤوس منهم وماهمش رايحين ينجحوا لان معدلاتهم ضعيفه جدا ولا مايحبوش يقراو ببساطه,Maghrebi
991703941695049600,SY,7,ما النا غيرك يا الله . . . ,Levantine
747928443308875776,SY,7,مشكتلنا بالحياه منقدس التفاهه ومنرفع من شان الناس المنحطه صدقوني ما في حدا هابط بهالدنيا ما عملتوه ابن عيله وناس 👍 🏻 يعطيكم العافيه #منيحه,Levantine
1046016256107778048,MA,9,حسابشخصي شوف من وحد الناحيه الواحد يقول خليها تنوض ونشوفو داكشي لي ربحو لي قبل منهم يربحوه ياك بغاو غير الروينه 😐 راه كلنا تربينا دراوش ودمرنا ودمرو خوتنا ومازالين مقاتلين مع الوقت ماشي كلشي كيجي بالساهل والفساد راه موجود فكل بلاد وحبذا المواطن يبدا ويصلح راسه فالاول لانه ولينا نشوفو عكس,Maghrebi
1167427111428206592,SY,7,حسابشخصي صدق بالرغم من انه كذاب,Levantine
1166303903287304192,PL,11,اليوم استكملنا الشغل من فتره مش بالطويله و الطرق المسكره ع الارض و قريبا رح تكون بين ايديكم اجود الخضراوات و المنتجات اللي نزرعت بعرقنا و جهودنا رابطويب,Levantine
958823366764519424,EG,10,حسابشخصي خليك في مشاكلك يا تميم انت قريب هتحتاج اللي ياكلك ويلبسك . . . كل الشكر لسمو الامير محمد بن سلمان ولي العهد ويسلم اصلك,Egyptian
1057744254485913600,AE,15,حسابشخصي في حد يبقا وفي حد لا بس الي يبي يروح ربي ينور دربه 😌 ,Gulf
874381720996294656,EG,10,#الهلاسين_بيقلشو_و_ينكتو اذن فانت تنششي بشاشه الحب وتحلسي بكل ماكان الفؤاد كمنتسي . اعتقد مافيش هلس اكتر من الكلام ده . هو ايه ده اصلا,Egyptian
991748105329574016,AE,15,حسابشخصي يالسه اطلع من حالتي 😂 ,Gulf
1010299448906452992,PL,11,الفيديو الي كل مره بشوفو بضحكني اكتر واكتر 😭 رابطويب,Levantine
991077521096572800,QA,4,حسابشخصي حسابشخصي ترامب مابيخليهم مفكرين انه رئيس دوله عربيه رابطويب,Gulf
818156621587222528,YE,12,الي فهمته انهم يخاطبون الانثي بصيغه الذكر يعني . . . . طلعت معه قصدها انها طلعت معاها . . اي المقصود انثي مو ذكر حسابشخصي حسابشخصي,Gulf
650391404842192896,SY,7,حسابشخصي لك وحياه ربي مشتقلك انا,Levantine
524167173720518656,TN,16,الشوق يشعل ف الضمايروقايد,Maghrebi
899841982725599232,KW,3,والله لو لي عمر ثاني . . . . والله لاعيشك مرتين ❤️ ,Gulf
987079183372341248,DZ,14,حسابشخصي حسابشخصي حسابشخصي بحسك كبيره وعاقله بس النقطه دي سوري بقي معلش ماتحاوليش تلاقي مبرر للخيانه سابتو والاماسابتوش كانت مع حد وقلبها دق لحد تاني ولمين لاخوه حتي هي قالت اقذر شي سمتو مرض قلبي كل للي في المسلسل قالو خيانه وحتي انتي لو حصلتلك في الواقع فهتسميها خيانه فالنقطه دي ماتحاوليش معايا فيها,Maghrebi
885812719882039296,SA,2,حسابشخصي والله لو امر خادم البيتين بالتجنيد ولو اجباري لكان اولهم عيالي,Gulf
1186039746696491008,DZ,14,حسابشخصي حسابشخصي حسابشخصي حسابشخصي نو يكون عيا وراح يرقد . . . ياك حنا عاقلين مادرنا والو 😇 ,Maghrebi
1043975969537753216,TN,16,جايز النماذج الي حواليك كده بس في ناس بتقدر الراجل الي بجد مش العيال التوتو بتوع بابي ومامي الي بيفطرو زبادي مربي دول وبغص النظر علي التويته الي انت عامل ليها كوت الي اتهرست في مليون اكونت قبل كده وعلي الفيس ف مليون صفحه 😸 رابطويب,Maghrebi
1041686659106893824,IQ,8,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي انا اتمني تاخذون حقوقكم بس مع حكومه قذره مثل هذي ما اعتقد راح تحصلون ابسط حقوقكم . . اخويه احنا من 2005 عرفنا مالنا مكان بالعراق . . وطلعنا منه وشبر ما نملك بيه,Gulf
1032687965015879552,MA,9,حسابشخصي حسابشخصي حسابشخصي ماصدقته . . كله فرقعات اعلاميه . . كائن غير مرغوب فيه,Maghrebi
1163071054757191680,YE,12,حسابشخصي احنا عادنا دخلنا للسوق هه,Gulf
949746695608455168,AE,15,حسابشخصي بالنسبه للويندوز كنت استخدم snagit لكن بعد ما قررت اني ما استخدم اي كراك استخدمت برنامج shareX مفتوح المصدر ومجاني وجبار بمعني الكلمه,Gulf
697856264294928384,LB,5,يا جماعه بدنا حدا شاطر بالرقوه لان شكلا العين اللي صابت ٨ و ١٤ اذار قويه كتير,Levantine
1138114254454906752,KW,3,حسابشخصي حسابشخصي شكلك بتفتن علينا لما نصفط يم الديوانيه,Gulf
440603500964491264,SY,7,#طز_بفخامتك_لانك ولاشي . اصلا ضيعان ال طز,Levantine
354032368073453568,KW,3,حسابشخصي حسابشخصي انا بس ابي جيكن وانتوا كيفكم الي تبونه هه,Gulf
988511111346577408,SD,1,اقعد فيها اوع تخليها قالو سمحه شديد 😂 رابطويب,Maghrebi
982044340322172800,YE,12,للامانه انا شخص اكره اعتذر او اراضي احد او حتي اتوسل وفي حال سويت معاك هالشيء خلك واثق انك شخص مهم جدا . ,Gulf
1187268183583051776,LB,5,من وقت نزلت هيدي ستوري ضاع بريستيجي كل عم يشجعني انزل 🤣 بس عندي شروط لا انزل راح انزل عند بي كل دغري يا زوجني عريس مناسب يا راح سكر الطريق عند بيت الشعب اي ماحدا احسن من حدا انا كمان عندي حقوق 🤣 رابطويب,Levantine
1051559941536927616,QA,4,فحوي المكالمه يا وليدي حنا اسفين ولد طايش يحسب نفسه يلعب بوبجي pubg وخذ ديته 100 مليار وراس سعود القحطاني . وحنا نقول لك #الحل_في_الوجبه_عند_تميم رابطويب,Gulf
937388668699987968,PL,11,بس ابعت ع قروب اهلي فويس نوت انا ضايعه ضلكم اطمنو علي هيك بكون الرد 🤣 رابطويب,Levantine
709384015191613440,SY,7,#ياحريه . . . علي جليله 1973 اعتقلوه العفاريت الزرق بتاريخ 2 _ 10 _ 2012 من شارع الثوره بدمشق عدي جليله 1990 اعتقلوه . . . رابطويب,Levantine
693844090866237440,OM,0,انشوده رمل البحر،، انشوده اعرفها من زمان بس توني ادري انها لعبدالرحمن 😍 #زد_رصيدك 79 ,Gulf
639741152682311680,AE,15,عيشي بلادي بالرجال الوفين اللي لهم فالخيرعزم وعوايد نمشي علي السنه ونتماسك بدين يارب ترحم في عدن شعب زايد #استشهاد_جنود_الامارات_البواسل,Gulf
736104862270803968,OM,0,محتاره اذا اخذ صيفي ثاني ولا اخذ اجازه,Gulf
1096079939235966976,YE,12,ياجماعه ليش مش مستغرب من اليماني يجلس جنب نتنياهو اللي سمح له ضميره يشكر ملوك وحكام التحالف علي قصف طائراتهم ومجازرهم بحق الشعب اليمني اليماني ماكان له انتماء لبلده ولا ولاء لدماء ابناء جلدته فمستحيل يكون له انتماء لعروبته او لاي قضيه ومش مستبعد يجلس جنب ابليس حتي,Gulf
339495152764723200,SY,7,الله من عنده بحبك ٠ حاميك ومنور دربك ٠٠ الله يخليك لشعبك يا قائدنا يا مغوار رابطويب,Levantine
945054398140391424,DZ,14,هه ابو كاتم ما جاء اليوم الحمد لله قادر ارتاح نشا الله ما يجي ابدا #زد_رصيدك 83 ,Maghrebi
1098958581666377600,OM,0,حسابشخصي انا اخاف من الابر,Gulf
545707497835986880,SY,7,حسابشخصي خلص بلا راموس اصلا زياده هه,Levantine
1171158309442863104,LY,17,حسابشخصي جماعه حرف الطا هذوكا مش التاء 😂 ,Maghrebi
887464007875035136,QA,4,حسابشخصي مب منهم من الي يشربونه ليل ونهار 🍺 ,Gulf
1142792419664171008,PL,11,حسابشخصي يعني بقدروش يدفعولها ع اساس هي اشهر من نانسي او اليسا اللي بروحوا يغنوا بمصر 😅 ,Levantine
792126494638235648,DZ,14,تويتر مايصلحش #للجزائرين 😁 مش لانهم مايعرفولوش 😒 . . لانه ماتكفيهمش 😅 140 حرف 😂 #تويتر_ vs _فايسبوك,Maghrebi
424656472954269696,PL,11,يا رب وكلناك دعواتنا وانت اهل لها 😔 ,Levantine
825661707699757056,YE,12, ✅ من طاب فعله شاع ذكره مع الناس ولا الردي ماله مع الناس طاري بنك الردي معروف تاليه الافلاس وبنك المراجل طول عمره تجاري,Gulf
999739900579762176,LB,5,حسابشخصي حسابشخصي يسلم ايدين الحوثي لقصف السعوديه وخلاكن متل الكلاب بس بتعوو وو,Levantine
890331611266502656,TN,16,حسابشخصي خلي خلي احكامك المسبقه علي جنب و كلام الناس لي تعاودو فيه و تعمق في القضيه و تفاصليها حتشوف مين هم اولاد الوسخه,Maghrebi
1054127809361260416,BH,13,حسابشخصي حسابشخصي ناديكم حتي ايفون XS MAX ما يقدر يطلع ترتيبه في الدوري روح تغطي و نام,Gulf
755039479652548608,OM,0,ما اعرف ايش وضعي بالحياه,Gulf
1159351549065342976,LB,5,مش باله بالخارجيه بالوا بالطائف والطائفيه رابطويب,Levantine
1126100276124037248,QA,4,احس بيكون شعوري اني مسافره ف الدوحه ❤️ ,Gulf
1162480845728432128,EG,10,حسابشخصي يسعد مساكي وصباحك يا ست الستات . . . 🌿 ,Egyptian
1181190349492019200,DZ,14,حسابشخصي حسابشخصي امين وربي يحفظك نت وياسمين يارب 🌺 ,Maghrebi
1005960323822768000,SD,1,ياناس بشه دا مافي طريقه ندفن في البقيع ان ماشي المدينه اشوف الموضوع مع ان المكان مابشبه لكن الايام دي رمضان #خمسين_والبنك_بايظ,Maghrebi
611581092450078720,SA,2,باقي ٢٩ يوم علي العيد ☺ ما شاء الله م حسينا بـ رمضان 😁 ,Gulf
846872393029206016,LY,17,من اللي اقنعك انها ليله سعيده يا صديقي ؟ ,Maghrebi
1173541553543008512,YE,12,حسابشخصي لا متدين فيه خير ولا ملحد كلهم مايحترمون بعض,Gulf
1101197868784930816,LY,17,ربي يرزقنا بالي م نهونوش عليه ❤️ ,Maghrebi
1100867037423943552,YE,12,البيضه بـ 100 ريال لان الدجاجه تبيض قيصيريه #ابليس_بالزوه_اشترغ ضحكه,Gulf
1171498443937734912,YE,12,صحيح اربع سنوات ما عندنا دوري ولعيبتنا نسيوا شكل الكوره بس تعادلنا مع #المنتخب_السعودي عاش #اليمن #السعوديه_اليمن,Gulf
1137852139429146624,EG,10,حسابشخصي واضح ان كلمهالحق زعلتك بس كل واحد حر في بلده وكلامك بيثبت حماقتك لانه عكس بعضه,Egyptian
610502333022113792,SD,1,حسابشخصي بغض النظر عن العمر ، انا بعرفك لي ٧ سنين و دي كافيه انك تتخرجي و تعرسي و تولدي و تشوفي عروس لي ولدك,Maghrebi
891879058513985536,OM,0,حسابشخصي حسابشخصي الفريق يعاني من نقص فالدكه من فتره ،، طبعا ادارتنا الموقره ما عندها غير التصريحات والواقع شي اخر تماما ! ,Gulf
800050676206333952,DZ,14,حسابشخصي كان ممكن تضربيلك زطله من غير ما تسمعي الناس انك جايبتها من المغرب ونسيك اقولك الي يغلط فالجزاير عقابه من عند ربي قريب,Maghrebi
970994266653822976,IQ,8,اتشرف بيك ابو مقداد ربي يحفظك,Gulf
1136559835305205760,LB,5,حسابشخصي حسابشخصي حبيبي اناا ينعاد عليكي و ع اهلك يا رب و ضلك تاكلي كنافه و تاهري في 😂 ,Levantine
1176356680432586752,SA,2,حسابشخصي حسابشخصي كنت بغششهم لكن طلعوا هالسملق حاظريني 😔 وش هالفضاوه عندهم 😂 #الجيش_السلماني رابطويب,Gulf
1080224667959549952,LB,5,حسابشخصي شي بيقرف انا بحترم كل من هو علي موقف ثابت لا من يتلون او من يغني للانظمه وهو يدعي القداسه,Levantine
957369443885207552,SD,1,لجين كيف امسيتي يااقمرر 😘 حسابشخصي,Maghrebi
1061615478685216768,KW,3, 🤣 والله بديت اشك بنفسي رابطويب,Gulf
1147168438684659584,MA,9,شحال زوين الترام فاش كينزلو منو الناس فعبد المومن باش يركبو فاللي غادي لعين الذياب . . الرااحه والتيساع,Maghrebi
916372692319776768,LY,17,حسابشخصي لا تفكرين كده ياقلبي . واللي حبيتيهم اكيد يحبونك لانك محبوبه للكل وانا والله حبيتك من قلبي والله♥♥,Maghrebi
1088901972135161984,PL,11,من الاسباب اللي بتخلينيش اقرب عالغاز هه رابطويب,Levantine
723589959647637504,KW,3,حلوه انيقه و فوق الزين فهيمه لبي العرب ي عرب ياحظ غاليها مترفه وخجوله وفيها حس حوريه,Gulf
1165314917823651840,LB,5,حسابشخصي حسابشخصي لعدم الاحراج بهالوقت بتكونو فكرتو بالجواب 😀 ,Levantine
1002862247130083200,JO,6,حسابشخصي اكيد اصلا خلص احنا مو منتظرين شي منهم,Levantine
1094904838410956800,BH,13,حسابشخصي حسابشخصي البشت مهب لبسك ولالبس اهلك خل البشوت لاهلها . انت لبسك وزاروفانيله وايدعليك . ,Gulf
1187045746303995904,DZ,14,حسابشخصي الله يسلمك ختيتو 😘 وبصحتك نت ڨانه ❣️ ,Maghrebi
1132360715904401408,TN,16,حسابشخصي حسابشخصي حسابشخصي داخله بقوه راويه هه,Maghrebi
1136132366307664000,SA,2,حسابشخصي ياخوي لا تخاف بس خلنا نروح نشوف 😂 ,Gulf
957805687769313152,SA,2,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي دراسه الطب في سوريا بالعربي 😎 ,Gulf
1167958017729392640,SA,2,من اليوم 💔 الين صلاه التراويح 😂 ,Gulf
931486111016411136,TN,16,سامحني بالله شنيه الصناعات اللي عنا بش نلتزمو احنا ؟ رابطويب,Maghrebi
829448425481592832,SY,7,حسابشخصيخلصت ثورتن يعني مشان هيك قاموا يجمعوا بقايا القطع ويركبوها الله ياخدن قشه لفه,Levantine
981248681449021440,DZ,14,الخطر كل الخطر من الركنيات,Maghrebi
1073225153046298624,OM,0,لو سمحتو #جيل_البرجر_و_الايسكريم من اي سنه يبدا ؟ ,Gulf
