id,dialect,dialect_l_encoded,text
646570515973275648,BH,13,حسابشخصي لا والله لحد الان مافي تعاون
573018971760279616,SY,7, I added a video to a حسابشخصي playlist رابطويب مناجاه بصوت المنشد معاذ ملص
1156886477537730560,PL,11,انا نعسانه بل مسطوله كل الوقت و مش مبسوطه لهيك انتهي
1178348047094501376,DZ,14,حسابشخصي علي اساس . . لعقل راح يطيح فينا بين ليله ونهار
1050995067761057792,QA,4,حسابشخصي مستوي رائع غلطه وحده منك بس واعتقد انها فاول بس يوسف استمر نبي ننسي قاسم
808024187185065984,EG,10,حسابشخصي الناس مش طيقاهم وكشفتهم خلاص
955134240588488832,SY,7,حسابشخصي يسلملي قلبك 😍 بموت فيكي 😘 
1081512957161455616,IQ,8,حسابشخصي اني احللك اللي صار بين قوسين ( الله غسله غسل دنيا واخره ) لان يعرف مافي نفسه وهو علام الغيوب سبحانه
1068947484263792640,LB,5,حسابشخصي تراجعت لاجلها . ( مع دموع محصوره ) 
852834892077551616,DZ,14,حسابشخصي له من ويكت هوما يعطيونا الصح انا ظكا راني ب 3 G وراها عادي . . وزيد ويفي غير مواقع تواصل اللي مايمشيوش الباقي راهم نورمال 😊 
937454676068458368,LB,5,اللي عندو مشكله مع الشيخ سعد الحرير يضرب راسو بالحيط بيرتاح #لبنان
455321876839948288,QA,4,يا كثر الكلام اللي ورا صمتنا محبوس بعد يبست ارياق الوفا في حناجرها ~ 
1144648342485524352,LY,17,حسابشخصي سيارات الاسعاف تنقل في مواطنين ليبين مش امريكان باش تحسابها حاجه تشرف ! 
505154976696393728,AE,15,حسابشخصي كاجاوا لا يعوض لاعب ذكي والاسيست ماله خرافي حرام عليك
520643514674081792,YE,12,حسابشخصي بعد ما شبعتي من السرقه وبنيتي القصور ذكرتي القضيه الجنوبيه تفكري الشمالين بيتقالوا عشان كذا هربتي
1014159483008937984,SA,2,#الخط_الجديد ﮼ياربي،قد،ايش،حنا،تافهين 😂 
831088474195361792,OM,0,حسابشخصي كله كذب ماشي منه هذيه دراسه فاشله
804133034245156864,TN,16,تعالوا نتفق ان الحياه جميله . . . ده لو . . حولنا كلمه #بؤس ونشيل #ء . . فتبقي #بوس . . . وهو ده سبب السعاده الحقيقي 😂 
1045066777493942400,TN,16,حسابشخصي مخبي راسو حتي يعرف اناهو شق بش يريح، الدنيا مع الواقف
1158475136955297792,AE,15,حسابشخصي حسابشخصي هذا الدب اصلا مسوي دايت او نباتي
1095804044742979584,QA,4,حسابشخصي اشدخل البرشا الحين مدريد اللي فايز وانت مقهور هه 😂 
502268823530385408,MA,9,حسابشخصي حسابشخصي هه ماتنحملكش كنكرهك صافي بقيتي علي خترك
1141385818981982208,EG,10,حسابشخصي طبعا . . كل شوارع اللبان لغايه دلوقتي بتتداول حكايتهم المخيفه
1032160229734137984,AE,15,حسابشخصي وين القطرين ليش ما يجاوبون هه . زلا خايفين هه شمبقبق
1039589330195566592,YE,12,اتعلم كيف السواقه الالتفاف بالشوارع السكنيه رابطويب
907379891791908864,SD,1,حسابشخصي غايتو الفنانه مني ماروكو لكن اسم الاغنيه ما اظن اسمها انا لقيتو
1015090672590782464,SA,2,#منتدي_الوطن_السعودي حقيقه انك لاطريتي علي البال بليا شعور استقبلك بابتسامه والمشكله لو كنت في مجلس ارجال كل يقول افلان . . مدري . . علامه واللي يسولف غايب عنه ويش قال يهرج معي وانا ماميز كلامه #الجيش_السلماني #المهدي_تركي #السلماني_للترند
1168868342557544448,LB,5,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي بس كلام يلي انكتب معيب جدا مش بقصد انت او عفراء بس في كتار كتبو كلام مش حلو
1163694196995366912,KW,3,حسابشخصي يحبون يستعبطون مادري علي منو 🤣 الله يسلمك ويحفظ لك عيالك 🌷 
1166730383897038848,YE,12,مابو الا سيارات مع مكبرات صوت زوامل تعز كله فرح بكل قوته بتصار الشرعيه
797464014968107008,IQ,8,حسابشخصي حسابشخصي هسه هاذه شنو هه
974292702031503360,OM,0,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي ما تنامون انتو ماشاء الله عليكم
1167611422848819200,SA,2,حسابشخصي حسابشخصي حسابشخصي حسابشخصي الله يحفظه ويطول عمره
1168003456021540864,LB,5,حسابشخصي يلي عم يصور كان في يمنع انو تموت بدال التصوير
1002687250742829056,LB,5,حسابشخصي مين هيدا وشو التغريده وليش بده يبلكني ؟ 
1088558652838084608,JO,6,كل معارفي عريطه، قول و بتلاقيش فعل
1023624823736594432,BH,13,حسابشخصي عندي اياها ليلحين و شغاله بعد 😎 
726435913509777408,YE,12,حسابشخصي حسابشخصي حسابشخصي 👍 احلي شي لما نرقع لبعض 😂 
1158353923155070976,PL,11,مش عارف اساميهم بس رقم ٣ رابطويب
1142433303955484800,DZ,14,حسابشخصي حسابشخصي كلام مين ده يا سهسه ؟ ؟ بقيتي شاعره وانا مش عارفه ؟ ؟ 
978002060338753536,LY,17,شنو راي الجاليه السعوديه لعندنا 🙄 ؟ رابطويب
1159931117446795264,SA,2,حسابشخصي حسابشخصي الله يبارك فيك ويسلمك
984933752760651776,IQ,8,حسابشخصي حسابشخصي مره وحده من الفانز مالته سوت رتويت لتغريده اني انتقده بيهه ☺ 😂 . . 
545326964995657728,LB,5,حسابشخصي هاهاها ماما راحت من سنتين عالعراق وبعدا لهلا بتحكي بالوساخه اللي شافتا هونيك
1158703489528320000,LY,17,حسابشخصي قصدي ماجتش فافي ولا تاتي ولا حاجه هكي 😁 
1082981827650953216,DZ,14,حسابشخصي هه فعلا فاز بالشعر ولعب بالاخلاق هه
1131720469516886016,TN,16,حسابشخصي ما عادش تغيب هندوشه وجودك يصنع الفارق ما عندكش منافس في الساحه الفنيه 😭 توحشناك برشاا❤❤
1175529438064316416,JO,6,حسابشخصي اي دول اللي قاعد بنعمرها قصدك ؟ 
977310364496027648,IQ,8,يلا يا جماعه كوت تويت : باجر ما جاي علي بالي اروح للدوام شنو اكدر اجذب جذبه تخليني اغيب ؟ ؟ ؟ 
933664144804515840,OM,0,حسابشخصي اتوقع خالد راح يكون كجناح اكثر من وجوده كظهير . . راح يعتمد علي ثلاث لاعبين فالخلف فقط . . 
934061250086137984,LB,5,حسابشخصي مش بعيده عليك وبشك انو مش انت مشارك مع ال سلوصهيون
1148910387976450048,LB,5,حسابشخصي من وين نكشته للمندس كان التويتر حلو ❤️ بس كان
940297314605916160,SY,7,حسابشخصي والله العرب مش رح يحسو علي اي شي
877254152690311168,AE,15,حسابشخصي هه اوعي ينسيكو مابننساش
288363096819527680,SD,1,ترم ترم،، ترم ترم تررم،، ترم ترم ترم،،
1035220763442405376,TN,16,مرابط ياليت تلغي عقدك والله ما نستاهلك
1175103415527059712,SD,1,حسابشخصي حسابشخصي ثقه دي بت جيرانا 😁 
1007881227263545216,QA,4,حسابشخصي حسابشخصي انا الي ارجع الشبك متاكد ؟ طيب والتشبيك الي صار عليكم قبل اسبوعين ايش تسميه ان شاء الله ✋ 🏻
860377270304862208,OM,0,تذكرين ذاك الزمان يوم يجمعنا الحنان تذرين ذاك الوله واحساسنا في اوله الله يا ذاك الزمان ما هجينا في يوم نبعد 😔 
1158174009894346752,EG,10,في حاجه غلط . . . الكلام مش مترابط و متعارض
1151837107347971968,SA,2,بنتي قالت بدور تناديتي بسمي تقول عادي حنا ربع قالت لو بس الواحد يختار امه وقلبي يرقص فيفيفي عبدو خوف تقول ماختارك وانضر فيها ع اساس ترميها كلمتها بوجهي قالت يمه اختارك
1101433351037243392,AE,15,حسابشخصي ما اعتقد ان برشلونه بيتعثر و اذا تعثر في الحكام يساعدونهم و يطلعونهم من الورطه بطوله الابطال هي الاهم المفروض نقاتل ع فرصتنا فيها و لاعبينا ما تيهم اصابه . . و خصوصا الفرق في الابطال مستواياتهم كلهم عاديه
928007816098598784,EG,10,علاقتنا باللي حوالينا بقيت شبه معدومه وكلنا بقينا مقصرين في حق بعض واهملنا في نفسنا لحد ما حسينا ان الوحده هي الحل لكل مشاكلنا للاسف . . . 
872661064969838592,KW,3,حسابشخصي سيناريو بن حرام . . الواحد ندم علي انه سهر ليه هالوقت 😐 
953958423732858752,DZ,14,حسابشخصي حسابشخصي هاهاها فعلا كلامك يضحك جمعي شوي يا ماما او ترجمي هه باي لهجه تتكلمين او عندك كام سنه
1109916618807754752,DZ,14,حسابشخصي 🤣 والله غير صح مي كاينا حاجا حاشا حنا رانا نهدرو في الحقيقه
1162819864274309120,TN,16, 26 مترشح للرئاسه ، وقيت باش تهنيو المتوج بكاس تونس 😁 
1178887925788037120,YE,12,يقول علي ولد زايد الفقر ام المصايب لا احنا قتلنا يهودي ولا استلمنا رواتب
1181917667285970944,DZ,14,حسابشخصي حسابشخصي حسابشخصي حسابشخصي ااه ا كي الله يدومها المحبه
951060618060198016,OM,0,حسابشخصي حسابشخصي 😂 خلصنا وافتكينا امس الحمدلله
782937899729911808,DZ,14,حسابشخصي اكيد يعجبنا راكي منوره و ربي يحفظك
939869049269481600,EG,10,حلال عليك موزه وابن موزه وفلووس مووزه 😂 رابطويب
1061693734923001984,TN,16,الغنام القمامه كاسر التسلل اتفوو عليك
1061159840180064384,SD,1,حسابشخصي اذا دخلت مقهي من شهر لشهر وما عندي مخاوي
1146632822075154432,OM,0,الوضع لا يتحمل ريحه الاويل 😷 رابطويب
858354362736934912,YE,12,قلنا لكم قرار لارجعه فيه هسوه باذنه قالوله ياويلك تلف يمين ولاشمال ومسكين انقاد لهم 😁 
1015288468027604992,DZ,14,حسابشخصي حسابشخصي حسابشخصي لو بس 200 وحده تصوت و كل وحده تصوت 50 مره بيصيرو 100 صوت ، يلا فايتينغ ! ! ! # dafBAMA 2018 EXO #엑소 # EXO حسابشخصي حسابشخصي
610486130929078272,IQ,8,تمنيتك عمر وين التمني ؟ وردتك بالتعب بس خاب ضني وبعد ماعودتني بشوفك ارتاح تريد تروح ياريحه التفاح يسويهه البخت وتروح #مـني #حمزه_الحلفي
1033330238674161664,LY,17,نونو سانتوس كاين يدرب في اشبيليه زمان وكاين داير امعاهم شغل كويس
343441729162194944,JO,6,غالي عليه غالي يابو عيون قتالي طول ياغصين البال سمره يا سعوديه
1113526749759967232,IQ,8,حسابشخصي لا اريدهم كاش 😂 والله يا زهراء كل المناطق التراثيه اللي اعرفهم واصورهم عددتيهم انت بس اذا عرفت اماكن جديده ما راح اقصر اجي اكلج وتدللين ، بس سويتي بحث عالقصر العباسي والقشله ؟ 
988688604376559616,QA,4,حسابشخصي حسابشخصي للامانه هذا هو السبب اللي خلاني احول علي فودافون
460536567506145280,SY,7,حسابشخصي بقصد هاشتاك بس لبكرا عالموعد المحدد
1033831389001645952,QA,4,حسابشخصي يعقب ويهبا ويخسي من جنسه مهوب بطل
1124442029960966016,BH,13,انت من طفي شموعك . . . بيدك تمسح كل دموعك . . . بيدك تبدل همومك . . . ربعك اللي يعاتبونك . . . يرفضون الدمع . . . ايلامس خدودك . . . عبداللطيف الكوهجي رابطويب
969351047868186624,YE,12,خلصت حب للايجار بدون ما اشوف لوليتي 😞 
1142858662551142400,EG,10,حسابشخصي انا لو منه استقيل او انتحر 😂 
1103034450571595776,LB,5,بس ماما تطلب مني شي من اوضتها برجع متعطره واخده مصاري وعلكه وحاطه ميك اب وفوق هيدا كله بسالها شو كان بدك يا ماما نسييت 😂 
1098610993649852416,JO,6,حسابشخصي الله يبارك فيك يوسف 🌸 يسعد قلبك
1014485006507536384,SY,7,كل شيء بالسر له لذه ، حتي المشاعر
1007548046291369984,SY,7,عندي سؤال ليش طموح كل الشعوب العربيه الفرق تبعها تتاهل بس للمونديال مو تفوز فيه يعني بيطلغ المدرب وبكل وقاحه بقول نحن هدفنا نتاهل وحققناه وهاد بكفي وبعدين الشعب بصفق لك ليش مايكون طموحنا انه نكون الافضل ! مافهمت . . . رابطويب
925841913080672384,DZ,14,حسابشخصي وين بلاصه خاوتي الله يحفظكم
922524842926202752,BH,13,حسابشخصي احتراما للخنزير . . مونتيلا يحتاج جائزه بهالشكل 💩 
962831299298836352,SD,1,حسابشخصي حسابشخصي لمي البرلومه دي سريع 😂 
1059926948669997056,SA,2,حسابشخصي حسابشخصي شوفي عهد عبد الله يابختكم فيها ❤️ رابطويب
1145412100631740416,LB,5,حسابشخصي حسابشخصي 😂 عجييب اول مره تحكي شي صح . او الحساب مهكر او لغايه بنفس يعقوب . 
1146878167556251648,JO,6,انا يوم احكيلك قليبك وعميرك بدل قلبك وعمرك يعني انا قاعد ادلل وادلع فيك . . يا حظ حظك بس 💜 
1167760381776936960,JO,6,حسابشخصي هه انت بالذات ما بتحب اشي لا زوامير لا مجوز لا ابصر شو مالنا ي سامر ييه ♂️ 
1011152027978752000,SD,1,حسابشخصي حسابشخصي حسبي الله السودان ايش مسوي لك
951919364336267264,DZ,14,حسابشخصي 😍 اواه لازم الدزيريات يبدلو ماربحو والو من الكروكي لازمنا شويه صابلي روسي 🇷🇺 ولا بقلاوه تركيه 🇹🇷 الكروكي عقليه 👎 😫 
1151793221191819264,QA,4,حسابشخصي ياجماعه بدون استهبل جد ليش يلبس هالالوان ابي افهم جد فيه مشكله
959347125552386048,PL,11,اول رشفه من فنجان القهوه بتحسها ضربتك كف خلتك تصحي منيح 👌 
1171166490848088064,SD,1,حسابشخصي ماتغسلي اجيب غساله عده الاول شرط اخرو نور
1067772023328378752,KW,3,حسابشخصي ابو عذبي الخبول واجد حاشاك
882197238084026368,KW,3,خيار واحد في حياتك ممكن يغير قصه حياتك كلهاا وحياه من حولك ! ومن بعدك . . صحيح ان الفلم خيالي… رابطويب
1080534911558320000,SD,1,حسابشخصي عليك الله كلميهم كان يحسو
1030817732156182400,JO,6,الواحد بحاول يحكي شي بينفهم غلط بشكل مستفز والله . 🤦 🏻
1177931742176514048,LY,17,حسابشخصي انا علي قناعه ان اللي مش مداير خير في بنات الناس حيسكر علي بناته وخواته لانه خايف يرجع له اللي ايدير فيه وفي نفس الوقت اللي مش عاطي ثقه في خواته او بناته ومخنس منهم بدون سبب حيغلطوا من وراه لان الضغط يولد الانفجار
1177859091424784384,SD,1,حسابشخصي حسابشخصي اتنين يا زول 😌 😌 الخبر و الجبيل + الرطوبه ما طول السنه
950822593145311232,DZ,14,راح ينزل الشيله ف قناته ب اليوتيوب لازم يا المحزم المليان توصل مليون #احتفاليه_دعم_المطيري
1151593071894781952,YE,12,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي # 17 يوليو_ميلاد_وطن رحمه الله تغشاك يازعيم
1141066345485938816,PL,11,حسابشخصي حسابشخصي يارباه م احلي قلبها هال الاء حبيباتي انتو كتير كتير كتير
1093907286739824640,EG,10,حسابشخصي حسابشخصي معاك يا اهلي يا حبيب الملاين
1172422748007624704,LB,5,حسابشخصي لازم كل يوم يسلم الغله وليش وصل معو لهالمبلغ
484857786224754688,IQ,8,حسابشخصي حسابشخصي اهلا ديري بالج يعزمج يمعوده حديقه اشتغل اسبوع بمعمل الثلج شغلته بسيطه من يطلع القالب يصيح اششه وبطل
1146535602395000832,QA,4,حسابشخصي حسابشخصي لو تتقي الله في نفسك بس وما تحلفش يبا فضل وخير وبركه 🙂 لانو حلفانك ده حيبقي حجه عليك يوم القيامه وانت حتكون وقتها في امس الحاجه للحسنات نصيحتي ليك قل خيرا او اصمت 🤐 
1113941257410306048,SA,2,حسابشخصي حسابشخصي طيب هو عطاه نفسها بس صغيره مافي فرق 😂 
568902638508609600,MA,9,حسابشخصي اكيد انت اخر وحده اسمح لها تتكلم عن اصلي ؟ ؟ اصلي شي ما بهمك عادي متعودين علي قله الاحترام منكم مو شيء جديد علينا
970387221571305600,JO,6,يسعد قلبها هذا الحكي الصج رابطويب
800337826533380096,JO,6,الحديث عن المدرب القادم للنادي الفيصلي رابطويب
1039994650835251200,LY,17,و افتكرت لما جت عيني في عينه سنين معاه
861593316294631424,PL,11,اصلا انا مستغربه من اللي مستغرب قرار الحكومه بوجوب حمل بطاقه الهويه الشخصيه : / ! ! يعني كيف شخص بالغ معه هويه مابيحملها ؟ ! ! 
1091487822706630784,SY,7, 😂 كون بارد باحلك المواقف بتفوز رابطويب
1155943422919729152,OM,0,حسابشخصي حسابشخصي عجب كيف يطبخوا من متي نستخدمه والحمد لله ما جانا شي 😒 
1168792466948009984,SA,2,حسابشخصي ياسلام درر يابو خالد وصح الله لسانك الشاعرنا الكبير تركي المحرول مايستغرب منك انت من اهله الابداع والجزاله
444135336890101760,SY,7,حسابشخصي زيس ايز الهبل بزات نفسو وصلت معك انك تصيدي عناكب ! ؟ ! ازا ئلك هوايه خيتي لجبلك ! ! ! عندي مليان 😉 
1091383992757219200,EG,10,حسابشخصي عجبني جدا من امبارح كل شويه ادخل اكونتك اتفرج عليه عندك واخيرا جاتلي فكره اني ارتوته
1030074600019775616,QA,4,حسابشخصي حسابشخصي يحليلهم حياتهم حلوه ما يشيلون هم شي
1168932290686312448,AE,15,الحمدالله انه قرعه كاس رئيس الدوله جمعتنا معاهم نرد الدين غصب طيب 🔥 
1099728808289157248,SY,7,حسابشخصي حاولت اندمج فيه واتاثر ماقدرت كميه سخافه لا توصف
794301597820080128,PL,11,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي الي بيدرسوا طلبه في الجامعات الخاصه و هذا عادي بياخدوا اقامه علي الجامعه
1080191594601549824,LY,17,حسابشخصي حسابشخصي حسابشخصي حسابشخصي بعدين بقي في سيدي صالح ده
990716401060106240,QA,4,حسابشخصي حسابشخصي يبيله ثلاجه للبارد و مكرويف يسخن الاكل 😂 
1117347921819730048,SD,1,حسابشخصي 🤣 لياقه غايتو شباب زي الورد
1062787044433428352,IQ,8,هاي سالفه ملاين راقصه وانجبت دكتوره واحسن من غيرها مو خلصت شو هسه هم راجعين يغردون بيها
1146200779486912384,IQ,8,حسابشخصي وحك الله صار عمري ٤٢ سنه درهم واحد ما مستلم من الدوله
1167848254844874752,QA,4,حسابشخصي ماتشوف شر ان شاء الله 🌹 
823610570737942528,SY,7,حسابشخصي افصل وقلو مالي فاضي بعدين بحكي معك هاد لا تعطيه وج بنجلق ع قوله الحلبيه
948239838657970176,IQ,8,هشام محمد حبيبي يحيكم رابطويب
1122559990517174400,AE,15,النوع اللي يستخدمه الظاهر نوع مغشوش رابطويب
1110589977740615552,SY,7,حسابشخصي حسابشخصي اللي معتبر بيع دم الاجداد وشرف الامهات والاخوات من عام 1948 انتصار يروح يطم حالوا السادات استغل العرب بالحرب في وقت كانت اسرائيل علي وشك الانهيار وقع اتفاقيه هي سبب غطرسه اسرائيل اليوم
1069501730637926400,AE,15,حسابشخصي حسابشخصي هذا نظام كل سنه ما في جديد
866402151966400512,IQ,8,حسابشخصي اكيد ماكو احلي من سحلت الاحباب 🐸 
1185936641342496768,MA,9,حسابشخصي اخويا انا درتليك فلو باش نشوف هاد الاستفاده نتعلم منك 😉 
934562018681638784,JO,6,حسابشخصي حسابشخصي و انت يا طقعان وش هو الموتر اللي اشتريته
484735011845730304,IQ,8,حسابشخصي ماجانت محسوبه منه ابدا هيه الظروف ساعدته يصنع بؤطني هيج جريمه هيج
1092713954852298752,IQ,8,حسابشخصي الله لا يصحي اللي جاي يحلم . . اللهم غيبوبه ابديه 😂 
1133817441631506432,JO,6,حسابشخصي ما في تكريم . . في تعاطف ويمكن المستشفي حب يكسب شعبيه كونها صارت قضيه راي عام . . لكن عموما التوظيف حقها وضربها او ضرب اي انسان امر مرفوض
698744973617995776,SA,2,حسابشخصي حسابشخصي ياحيوان تجيب صور قديمه ياووصخ وتركب علي كيفك
957565500099383168,DZ,14,حسابشخصي حسابشخصي حسابشخصي احسن رد 👍 فالحقيقه شفتها البارح ولم اجد الا ان اتجاهلها . . لكن ردك جا في محلو 👌 
1066328074147569664,LB,5,حسابشخصي وهيدا يللي بكون سكران وعم بسوق
387518197316222976,KW,3,حسابشخصي حسابشخصي مو هذا القصد والنعم بالعوازم بس معقوله البدون الي يستحق الجنسيه ما يعطونه وتجي فلبينيه تاخذها بهالطريقه ! ! 
1062247848182509568,BH,13,حسابشخصي حسابشخصي صياح تويتر مايفيد الانديه ضعيفه امام الزعيق خارج الملعب واقع ومن زمان . وماحد كفو يقدر يغيره
753215382224269312,OM,0,حسابشخصي حسابشخصي لا حبيبتي مب كل ولد ينحب و ربك قال في القران ان في حدود و ما نتجاوزها اقري و تثقفي زين قبل لا تيجي و تتفلسفي علينا
1109899173023961216,IQ,8,حسابشخصي حسابشخصي فخور وانت تجلدني ضلع
909867779116998784,LY,17,حسابشخصي ايه بالزبط ناقصنا اعصار بس ونولوا زيهم بالزبط
952993830801952768,LB,5,#هوا_الحريه الله يوفقك ما تختم هالملف خليها بالاستديوا بعد شوي بدي كحل عيوني بعد 😘 
769557462777298944,TN,16,يعيشك ربي يخليك ليا حبيبتي 💝 مايوحشك غالي ان شاء الله 😘 انا معك ومتابعتك وعيوني 👀 100 % رابطويب
907549737255137152,AE,15,حسابشخصي حسابشخصي انتو حتي الايجابي تتحرطمون عليه و اتحرطمتوا علي كل شي من توها الاداره مستلمه و من زين العين و الاهلي عشان يكونون قدوه حق اي فريق . . 🙄 
703580702873411584,OM,0,ﻧﻣشي مع اﻟدنيا ولا نعلم الغيب ولا يعلمون اﻟناس ﻣثقال ذره يالله ثبتنا . . علي اﻟحق واﻟطيب و يارب ﺟﻧبنا . . . دروب اﻟﻣضره
640270280829628416,SY,7,كتبت علينا خوطا و من كتبت عليه خوطا مشاها
1175557527649562624,SD,1,حسابشخصي قولي ان الله عفو كريم يحب العفو فاعفو عنا لو كل شي عملتي اتعمل ليك حاتهلكي لانو مرات الزول بعمل حاجات وهو مابكون قاصده وعارفه
964279439642292224,MA,9,الجوع كافر 😢 شكون يجيب لي من ماكدونالدز وجبه وحده صافي 😢 
1065340665721163776,TN,16,نحب نفهم ، العقل او النظام اللي يسير البلاد كيفاه يفكر رابطويب
773231100328116224,OM,0,في خاطري من زحمه الهم ضيقه ودي علي مكه ونسمه هواها اسوق رجلي بالطواف لو دقيقه واصد عن كل الهموم وغثاها رابطويب
851458041463664640,TN,16,حسابشخصي يتصورو معاه كيما يتصورو مع قرد
868575613631770624,KW,3,#رامز_تحت_الارض . ياجماعه هذا انسان وسخ عاوز يجمع فلوس انتم ياهل الخليج فقط اللي تشاهدون اما الدول الثانيه مايستقبلونه لانه نجس بنظرتهم
1130735364409368576,OM,0,حسابشخصي حسابشخصي حسابشخصي والله وثم والله اليمن ما تقدرون لها منطقه الحديده ما قدرتوا عليها كيف اليمن بالله عليك ارحم عقلك
1131219689491898368,DZ,14,حسابشخصي هو كاين بزاف طلبه حابين يقراو خاصه تاع الطب ولكن النصف المضربين ماخلاوهمش يقراو و يخونوهم و يتهموهم بالعماله لان غالبيه المضربين ميؤوس منهم وماهمش رايحين ينجحوا لان معدلاتهم ضعيفه جدا ولا مايحبوش يقراو ببساطه
991703941695049600,SY,7,ما النا غيرك يا الله . . . 
747928443308875776,SY,7,مشكتلنا بالحياه منقدس التفاهه ومنرفع من شان الناس المنحطه صدقوني ما في حدا هابط بهالدنيا ما عملتوه ابن عيله وناس 👍 🏻 يعطيكم العافيه #منيحه
1046016256107778048,MA,9,حسابشخصي شوف من وحد الناحيه الواحد يقول خليها تنوض ونشوفو داكشي لي ربحو لي قبل منهم يربحوه ياك بغاو غير الروينه 😐 راه كلنا تربينا دراوش ودمرنا ودمرو خوتنا ومازالين مقاتلين مع الوقت ماشي كلشي كيجي بالساهل والفساد راه موجود فكل بلاد وحبذا المواطن يبدا ويصلح راسه فالاول لانه ولينا نشوفو عكس
1167427111428206592,SY,7,حسابشخصي صدق بالرغم من انه كذاب
1166303903287304192,PL,11,اليوم استكملنا الشغل من فتره مش بالطويله و الطرق المسكره ع الارض و قريبا رح تكون بين ايديكم اجود الخضراوات و المنتجات اللي نزرعت بعرقنا و جهودنا رابطويب
958823366764519424,EG,10,حسابشخصي خليك في مشاكلك يا تميم انت قريب هتحتاج اللي ياكلك ويلبسك . . . كل الشكر لسمو الامير محمد بن سلمان ولي العهد ويسلم اصلك
1057744254485913600,AE,15,حسابشخصي في حد يبقا وفي حد لا بس الي يبي يروح ربي ينور دربه 😌 
874381720996294656,EG,10,#الهلاسين_بيقلشو_و_ينكتو اذن فانت تنششي بشاشه الحب وتحلسي بكل ماكان الفؤاد كمنتسي . اعتقد مافيش هلس اكتر من الكلام ده . هو ايه ده اصلا
991748105329574016,AE,15,حسابشخصي يالسه اطلع من حالتي 😂 
1010299448906452992,PL,11,الفيديو الي كل مره بشوفو بضحكني اكتر واكتر 😭 رابطويب
991077521096572800,QA,4,حسابشخصي حسابشخصي ترامب مابيخليهم مفكرين انه رئيس دوله عربيه رابطويب
818156621587222528,YE,12,الي فهمته انهم يخاطبون الانثي بصيغه الذكر يعني . . . . طلعت معه قصدها انها طلعت معاها . . اي المقصود انثي مو ذكر حسابشخصي حسابشخصي
650391404842192896,SY,7,حسابشخصي لك وحياه ربي مشتقلك انا
524167173720518656,TN,16,الشوق يشعل ف الضمايروقايد
899841982725599232,KW,3,والله لو لي عمر ثاني . . . . والله لاعيشك مرتين ❤️ 
987079183372341248,DZ,14,حسابشخصي حسابشخصي حسابشخصي بحسك كبيره وعاقله بس النقطه دي سوري بقي معلش ماتحاوليش تلاقي مبرر للخيانه سابتو والاماسابتوش كانت مع حد وقلبها دق لحد تاني ولمين لاخوه حتي هي قالت اقذر شي سمتو مرض قلبي كل للي في المسلسل قالو خيانه وحتي انتي لو حصلتلك في الواقع فهتسميها خيانه فالنقطه دي ماتحاوليش معايا فيها
885812719882039296,SA,2,حسابشخصي والله لو امر خادم البيتين بالتجنيد ولو اجباري لكان اولهم عيالي
1186039746696491008,DZ,14,حسابشخصي حسابشخصي حسابشخصي حسابشخصي نو يكون عيا وراح يرقد . . . ياك حنا عاقلين مادرنا والو 😇 
1043975969537753216,TN,16,جايز النماذج الي حواليك كده بس في ناس بتقدر الراجل الي بجد مش العيال التوتو بتوع بابي ومامي الي بيفطرو زبادي مربي دول وبغص النظر علي التويته الي انت عامل ليها كوت الي اتهرست في مليون اكونت قبل كده وعلي الفيس ف مليون صفحه 😸 رابطويب
1041686659106893824,IQ,8,حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي حسابشخصي انا اتمني تاخذون حقوقكم بس مع حكومه قذره مثل هذي ما اعتقد راح تحصلون ابسط حقوقكم . . اخويه احنا من 2005 عرفنا مالنا مكان بالعراق . . وطلعنا منه وشبر ما نملك بيه
1032687965015879552,MA,9,حسابشخصي حسابشخصي حسابشخصي ماصدقته . . كله فرقعات اعلاميه . . كائن غير مرغوب فيه
1163071054757191680,YE,12,حسابشخصي احنا عادنا دخلنا للسوق هه
949746695608455168,AE,15,حسابشخصي بالنسبه للويندوز كنت استخدم snagit لكن بعد ما قررت اني ما استخدم اي كراك استخدمت برنامج shareX مفتوح المصدر ومجاني وجبار بمعني الكلمه
697856264294928384,LB,5,يا جماعه بدنا حدا شاطر بالرقوه لان شكلا العين اللي صابت ٨ و ١٤ اذار قويه كتير
1138114254454906752,KW,3,حسابشخصي حسابشخصي شكلك بتفتن علينا لما نصفط يم الديوانيه
440603500964491264,SY,7,#طز_بفخامتك_لانك ولاشي . اصلا ضيعان ال طز
354032368073453568,KW,3,حسابشخصي حسابشخصي انا بس ابي جيكن وانتوا كيفكم الي تبونه هه
